id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_datetime
25108,3,0,0,3,0,0,1,88,1,0,0,0,151.2,1,0,2018-10-22
25109,2,0,0,3,0,0,0,72,1,0,0,0,161.88,0,0,2018-05-13
25110,3,0,1,3,0,0,1,110,1,0,0,0,138.55,1,1,2018-07-07
25111,3,0,1,5,0,0,0,30,1,0,0,0,151.5,0,0,2018-10-05
25112,1,0,0,2,0,0,0,24,0,0,0,0,58.0,0,0,2017-12-18
25113,2,0,0,2,0,0,1,85,1,0,0,0,140.4,1,0,2018-06-02
25114,2,2,1,2,0,0,3,213,1,0,0,0,168.3,1,1,2018-08-27
25115,3,0,2,3,1,0,0,61,1,0,0,0,95.66,1,0,2018-09-01
25116,2,0,1,0,0,0,0,62,0,0,0,0,100.0,0,1,2018-03-20
25117,2,1,1,3,0,0,0,69,1,0,0,0,110.5,2,0,2018-04-21
25118,2,0,2,2,0,0,0,162,0,0,0,0,85.0,0,1,2018-04-17
25119,1,0,0,2,0,0,0,88,2,0,0,0,90.0,0,0,2018-10-07
25120,3,0,0,4,0,0,1,172,1,0,0,0,107.1,0,1,2018-08-19
25121,2,0,2,0,1,0,0,106,1,0,0,0,108.0,3,0,2018-10-04
25122,1,0,2,3,0,0,1,22,1,0,0,0,94.86,2,0,2018-11-24
25123,3,0,2,2,2,0,1,26,1,0,0,0,144.5,1,0,2018-04-15
25124,2,0,0,2,2,0,0,103,0,0,0,0,94.5,0,0,2017-07-18
25125,2,0,0,1,0,0,0,18,0,0,0,0,140.0,1,0,2018-06-02
25126,3,0,1,2,0,0,1,25,1,0,0,0,187.0,1,1,2018-07-01
25127,2,0,2,5,0,0,0,151,1,0,0,0,103.09,0,1,2018-07-06
25128,2,0,0,1,0,0,5,1,4,0,0,0,0.0,0,0,2018-06-21
25129,2,0,1,0,0,0,0,75,0,0,0,0,90.0,0,1,2018-04-17
25130,2,1,0,3,0,0,0,14,1,0,0,0,109.0,2,0,2018-12-08
25131,2,2,0,1,0,0,3,17,1,0,0,0,224.1,2,0,2018-10-07
25132,2,0,0,3,1,0,0,203,1,0,0,0,116.1,1,0,2018-09-29
25133,3,0,0,3,0,0,1,35,1,0,0,0,114.3,0,0,2018-03-16
25134,2,0,2,2,0,0,1,194,1,0,0,0,123.3,0,1,2018-10-26
25135,2,0,0,4,0,0,1,12,0,0,0,0,78.2,0,1,2018-11-30
25136,2,0,0,4,2,0,0,296,1,0,0,0,117.0,1,1,2018-09-21
25137,2,0,1,3,0,0,1,40,0,0,0,0,60.0,1,0,2017-10-26
25138,2,0,1,2,0,0,0,174,1,0,0,0,108.9,0,1,2018-10-01
25139,2,0,1,2,0,0,0,168,1,0,0,0,85.0,0,1,2018-04-02
25140,3,0,0,4,0,0,1,0,1,0,0,0,142.2,2,0,2018-08-30
25141,1,0,0,3,0,0,0,55,2,0,0,0,65.67,0,0,2017-10-31
25142,1,0,0,2,0,0,0,43,0,0,0,0,75.0,0,0,2018-11-01
25143,2,0,1,1,0,0,0,98,1,0,0,0,165.75,1,0,2018-11-06
25144,2,0,0,1,0,0,0,207,1,0,0,0,108.9,1,0,2018-10-04
25145,2,0,0,2,0,0,0,30,0,0,0,0,140.0,0,0,2018-10-02
25146,2,0,1,2,0,0,0,124,1,0,0,0,96.3,0,1,2018-04-15
25147,2,0,2,2,0,0,0,134,0,0,0,0,65.0,0,0,2017-09-04
25148,3,0,2,3,2,0,4,5,1,0,0,0,228.8,1,0,2018-08-04
25149,2,0,1,3,0,0,0,205,1,0,0,0,70.03,1,0,2018-12-26
25150,2,0,2,0,0,1,0,38,0,0,0,0,94.5,0,0,2017-09-04
25151,2,0,1,2,0,0,0,198,0,0,0,0,90.0,0,1,2018-09-19
25152,2,0,2,4,0,0,1,20,0,0,0,0,58.0,1,0,2017-09-04
25153,2,0,0,4,0,0,1,184,1,0,0,0,128.7,2,1,2018-10-04
25154,2,0,2,3,2,0,0,138,1,0,0,0,97.33,1,0,2017-10-11
25155,2,2,1,0,0,0,3,17,1,0,0,0,224.1,2,0,2018-10-24
25156,2,0,0,3,0,0,0,1,0,0,0,0,89.25,0,0,2017-10-25
25157,2,2,0,2,0,0,3,133,1,0,0,0,186.3,1,0,2018-08-02
25158,2,0,0,4,0,0,0,41,0,0,0,0,70.0,0,0,2017-09-09
25159,3,0,1,3,0,0,1,2,1,0,0,0,165.0,1,0,2018-08-12
25160,2,0,1,2,0,0,0,67,0,0,0,0,89.24,0,0,2018-03-26
25161,2,0,2,3,0,0,1,116,1,0,0,0,101.58,2,0,2018-04-16
25162,1,0,0,1,0,0,0,71,0,0,0,0,120.0,0,0,2018-06-10
25163,1,0,0,2,0,0,1,0,4,0,0,0,0.0,2,0,2018-04-15
25164,3,0,0,2,0,0,0,156,1,0,0,0,140.7,1,1,2018-08-13
25165,2,0,2,2,0,0,0,160,1,0,0,0,107.0,1,0,2018-04-17
25166,1,0,0,3,0,0,1,47,1,0,0,0,96.9,1,0,2018-06-23
25167,2,0,2,8,0,0,0,80,1,0,0,0,94.6,0,0,2017-07-11
25168,3,0,0,2,0,0,1,130,1,0,0,0,137.7,2,0,2018-07-27
25169,1,0,0,1,0,1,0,4,2,1,2,5,67.0,0,0,2018-06-15
25170,2,0,1,3,0,0,0,157,0,0,0,0,112.0,0,1,2018-07-21
25171,2,0,2,0,2,0,0,69,0,0,0,0,106.0,0,0,2017-09-25
25172,1,0,2,4,0,0,0,32,1,0,0,0,94.35,0,1,2018-11-27
25173,1,0,2,4,0,0,0,245,0,0,0,0,110.0,0,1,2018-07-06
25174,2,0,1,1,0,0,0,139,1,0,0,0,123.3,1,0,2018-08-08
25175,3,0,1,4,0,0,1,4,1,0,0,0,118.0,1,0,2017-08-31
25176,2,0,0,3,0,0,0,104,1,0,0,0,135.9,0,1,2018-09-27
25177,2,0,0,4,0,0,0,245,1,0,0,0,110.0,0,1,2018-07-30
25178,2,0,0,1,2,0,0,0,0,0,0,0,109.0,0,0,2017-08-18
25179,2,0,0,3,0,0,0,256,0,0,0,0,76.67,0,0,2017-09-14
25180,3,0,0,3,0,0,1,192,1,0,0,0,137.7,0,1,2018-08-31
25181,2,0,0,3,2,0,0,63,0,0,0,0,116.0,0,0,2017-09-01
25182,1,0,0,3,0,0,0,166,1,0,0,0,130.0,0,1,2018-11-01
25183,2,0,0,1,0,0,0,5,0,0,0,0,62.8,0,0,2017-12-26
25184,1,0,2,2,0,0,0,20,0,0,0,0,63.58,0,0,2018-02-28
25185,1,0,0,1,0,1,0,13,2,1,0,2,67.0,1,0,2018-04-21
25186,2,1,2,3,0,0,0,4,1,0,0,0,110.5,3,0,2018-12-28
25187,2,0,0,3,0,0,0,178,1,0,0,0,90.9,1,0,2018-10-26
25188,2,0,0,2,0,0,0,48,0,0,0,0,75.0,1,0,2018-11-25
25189,1,0,0,4,0,0,0,26,1,0,0,0,85.0,0,1,2018-06-18
25190,2,0,0,4,0,0,1,65,1,0,0,0,80.39,0,0,2017-10-26
25191,3,0,0,2,0,0,1,48,1,0,0,0,168.3,1,0,2018-08-16
25192,2,1,1,1,0,0,0,17,1,0,0,0,109.0,2,0,2018-02-12
25193,2,0,1,3,0,0,0,85,0,0,0,0,85.0,0,0,2018-10-06
25194,2,0,0,2,0,0,0,44,0,0,0,0,85.5,0,0,2018-04-29
25195,2,0,2,3,0,0,1,14,0,0,0,0,78.54,0,0,2017-09-19
25196,2,0,3,6,1,0,0,164,1,0,0,0,111.7,0,1,2018-09-07
25197,2,0,0,4,0,1,1,119,1,0,0,0,118.8,3,0,2018-09-12
25198,2,0,0,3,1,0,0,130,1,0,0,0,79.2,0,1,2018-11-11
25199,2,0,0,3,0,0,0,256,1,0,0,0,100.75,0,1,2018-10-16
25200,2,1,0,1,0,0,1,29,0,0,0,0,75.0,0,0,2017-10-18
25201,2,0,0,4,0,0,0,45,0,0,0,0,85.5,0,0,2018-08-09
25202,3,0,0,3,0,0,1,8,1,0,0,0,130.0,2,0,2018-02-05
25203,2,0,2,5,0,0,1,157,1,0,0,0,140.13,1,0,2018-08-19
25204,2,1,1,1,0,0,0,75,1,0,0,0,143.1,0,1,2018-04-24
25205,1,0,1,1,0,0,0,20,0,0,0,0,95.0,0,0,2018-06-26
25206,2,0,1,2,0,0,0,126,0,0,0,0,72.25,0,0,2018-07-23
25207,2,0,2,1,0,0,1,86,0,0,0,0,82.45,1,0,2018-07-03
25208,2,0,2,3,0,0,0,214,1,0,0,0,90.95,0,1,2018-08-26
25209,2,0,0,2,0,0,1,101,1,0,0,0,101.18,1,0,2018-08-11
25210,1,0,0,1,0,0,0,1,0,0,0,0,120.0,0,0,2017-09-20
25211,2,0,1,5,0,0,0,182,1,0,0,0,114.75,2,1,2018-07-29
25212,2,0,2,5,0,0,2,66,1,0,0,0,68.72,1,0,2017-10-01
25213,2,0,4,10,1,0,0,275,1,0,0,0,90.95,0,1,2018-10-20
25214,2,0,2,2,0,0,0,187,1,0,0,0,105.3,1,1,2018-08-13
25215,2,0,2,3,0,0,1,109,1,0,0,0,97.75,1,0,2018-04-21
25216,2,0,2,5,1,0,0,153,1,0,0,0,101.53,0,1,2018-06-13
25217,2,0,1,3,0,0,0,169,1,0,0,0,105.3,1,1,2018-07-27
25218,2,0,0,2,0,0,0,48,0,0,0,0,75.0,0,0,2018-11-14
25219,1,0,0,2,2,0,0,8,1,0,0,0,0.0,0,1,2017-10-01
25220,2,0,0,2,0,0,0,120,1,0,0,0,129.6,1,0,2018-09-14
25221,2,0,2,0,0,0,0,59,0,0,0,0,85.0,0,0,2018-07-11
25222,1,0,0,2,0,0,0,119,0,0,0,0,90.0,0,0,2018-03-29
25223,1,0,1,3,0,0,0,59,1,0,0,0,118.14,1,1,2018-09-19
25224,2,0,2,2,0,0,0,244,1,0,0,0,90.95,1,1,2018-10-30
25225,2,2,2,1,0,1,3,191,1,0,0,0,167.95,1,1,2018-08-13
25226,2,0,0,2,0,0,2,37,1,0,0,0,115.1,0,1,2018-04-14
25227,2,0,2,2,0,0,0,2,0,0,0,0,72.75,0,0,2017-10-17
25228,2,0,0,4,0,0,0,178,1,0,0,0,90.9,0,1,2018-10-26
25229,2,2,0,3,0,0,3,25,1,0,0,0,221.0,0,1,2018-05-19
25230,2,0,0,3,0,0,1,77,1,0,0,0,132.3,0,1,2018-10-06
25231,2,0,2,2,1,0,0,132,1,0,0,0,97.0,0,1,2018-07-01
25232,2,0,2,2,0,0,0,99,1,0,0,0,82.45,0,1,2018-04-03
25233,3,0,0,1,2,0,1,6,1,0,0,0,169.93,1,0,2018-12-26
25234,2,0,1,2,2,0,0,14,1,0,0,0,142.67,1,0,2017-09-01
25235,2,0,1,2,0,0,0,418,0,0,0,0,75.0,0,1,2018-06-26
25236,2,0,0,4,0,0,0,91,0,0,0,0,75.0,0,0,2018-05-04
25237,1,0,0,1,0,0,0,0,0,1,0,9,45.0,0,0,2018-04-28
25238,2,0,2,5,0,0,0,227,1,0,0,0,90.95,0,1,2018-08-30
25239,2,0,1,0,0,0,0,17,0,0,0,0,38.67,0,0,2017-11-13
25240,2,0,2,1,0,0,0,41,0,0,0,0,85.67,0,1,2018-03-13
25241,2,0,2,5,0,0,1,22,1,0,0,0,140.9,1,0,2018-06-01
25242,2,1,0,3,0,0,0,30,1,0,0,0,125.1,0,0,2018-03-06
25243,2,1,2,5,0,0,0,187,1,0,0,0,76.5,3,0,2017-08-21
25244,2,0,0,1,0,0,2,2,4,1,0,6,0.0,2,0,2018-12-21
25245,1,0,0,1,0,0,0,0,0,0,0,0,95.0,0,0,2018-06-24
25246,2,0,1,2,1,0,0,161,1,0,0,0,89.25,0,0,2018-07-25
25247,1,0,0,1,0,0,2,0,4,0,0,0,0.0,1,0,2017-07-12
25248,2,2,0,1,0,0,3,1,1,0,0,0,279.0,2,0,2018-09-17
25249,2,0,1,2,1,0,0,95,1,0,0,0,65.83,0,1,2018-02-14
25250,1,0,0,2,1,0,0,65,1,0,0,0,102.6,0,0,2018-10-02
25251,2,0,0,2,0,0,0,245,1,0,0,0,75.0,0,1,2018-06-15
25252,2,0,0,2,0,0,0,130,1,0,0,0,90.0,2,0,2018-11-25
25253,2,0,1,0,0,0,0,91,2,0,0,0,80.0,1,0,2018-09-19
25254,2,1,0,3,0,0,0,77,1,0,0,0,135.0,1,0,2018-05-10
25255,3,0,0,2,0,0,1,132,1,0,0,0,137.7,0,1,2018-07-13
25256,2,0,2,2,0,0,0,143,1,0,0,0,99.79,1,0,2018-05-29
25257,2,0,2,3,0,0,2,153,1,0,0,0,75.76,0,1,2018-06-16
25258,2,1,2,2,0,0,0,48,1,0,0,0,126.0,2,0,2018-10-02
25259,1,0,0,2,2,0,0,256,0,0,0,0,90.0,0,1,2018-06-15
25260,2,0,0,4,0,0,0,219,1,0,0,0,90.95,0,1,2018-10-17
25261,2,0,0,2,0,0,0,211,1,0,0,0,100.0,0,1,2018-05-31
25262,2,0,1,2,0,0,0,302,0,0,0,0,120.0,0,1,2018-09-16
25263,1,0,0,2,2,0,0,102,0,0,0,0,87.0,0,0,2018-10-16
25264,2,2,0,2,1,0,3,3,1,0,0,0,153.0,2,0,2018-08-27
25265,2,0,0,3,0,0,0,41,0,0,0,0,85.0,0,0,2018-03-03
25266,2,1,1,1,0,0,0,38,1,0,0,0,80.3,2,0,2018-01-23
25267,2,0,0,2,0,0,0,159,1,0,0,0,96.3,0,1,2018-08-26
25268,3,0,0,2,0,0,1,67,1,0,0,0,159.3,0,1,2018-05-25
25269,1,0,0,3,1,0,0,59,1,0,0,0,79.05,2,1,2018-03-22
25270,2,0,0,2,2,0,0,257,0,0,0,0,101.5,1,1,2018-07-01
25271,2,0,0,2,0,1,0,1,0,0,0,0,68.0,0,0,2017-12-04
25272,3,0,1,2,0,0,1,11,1,0,0,0,375.5,2,0,2018-12-30
25273,1,0,0,3,0,0,0,245,0,0,0,0,110.0,0,0,2018-07-06
25274,2,0,1,3,0,0,0,223,1,0,0,0,102.85,1,0,2018-10-03
25275,1,0,2,5,0,0,1,77,1,0,0,0,149.4,1,1,2018-06-16
25276,2,0,2,1,0,0,0,109,1,0,0,0,77.03,0,0,2018-04-16
25277,2,0,0,3,0,0,0,186,1,0,0,0,64.56,0,0,2018-11-24
25278,1,0,1,1,0,0,0,41,2,0,0,0,85.67,0,0,2018-03-20
25279,2,0,0,4,0,0,0,109,0,0,0,0,75.0,0,0,2018-05-06
25280,2,0,1,4,1,0,0,164,1,0,0,0,94.5,1,1,2018-07-09
25281,2,0,3,5,0,0,0,120,1,0,0,0,84.31,1,0,2018-05-12
25282,2,1,0,2,0,0,2,159,1,0,0,0,139.5,2,1,2018-08-26
25283,2,0,0,3,0,0,0,86,0,0,0,0,86.36,0,0,2018-07-29
25284,3,0,0,3,0,0,1,166,1,0,0,0,137.7,0,1,2018-12-27
25285,2,0,0,3,0,0,0,56,0,0,0,0,120.0,0,1,2018-06-08
25286,3,0,1,2,0,0,1,64,1,0,0,0,105.6,0,0,2018-04-15
25287,2,0,1,3,0,0,0,279,0,0,0,0,80.75,0,0,2018-10-10
25288,2,0,2,0,0,0,0,96,0,0,0,0,94.5,0,0,2017-10-11
25289,2,0,0,1,0,1,1,11,1,0,0,0,148.0,1,0,2017-12-29
25290,2,0,2,1,0,0,0,99,1,0,0,0,118.8,1,1,2018-10-16
25291,1,0,0,1,0,0,1,1,2,1,0,1,119.0,0,0,2018-04-11
25292,3,0,0,1,0,0,1,141,1,0,0,0,163.8,1,0,2018-09-23
25293,1,1,1,3,0,0,0,20,1,0,0,0,91.63,2,1,2018-12-12
25294,0,2,0,4,0,0,2,1,1,0,0,0,76.5,1,0,2017-08-03
25295,3,0,1,3,0,0,1,18,1,0,0,0,130.9,1,0,2018-12-16
25296,2,1,0,2,0,0,0,12,1,0,0,0,150.0,0,1,2018-08-16
25297,2,0,0,1,0,0,0,105,0,0,0,0,75.0,0,1,2018-04-06
25298,2,0,2,1,0,0,0,179,1,0,0,0,108.9,1,1,2018-10-10
25299,2,0,1,1,0,0,0,188,1,0,0,0,105.3,0,1,2018-08-13
25300,2,2,0,4,0,0,3,29,1,0,0,0,201.15,0,1,2018-03-21
25301,2,0,1,1,0,0,0,179,1,0,0,0,108.9,0,1,2018-10-01
25302,2,0,2,0,0,0,1,109,1,0,0,0,77.03,0,0,2018-04-26
25303,1,0,1,3,0,0,0,83,1,0,0,0,124.65,2,0,2018-05-20
25304,2,0,2,1,2,0,0,131,0,0,0,0,94.5,0,1,2017-07-30
25305,1,0,1,3,0,0,0,191,1,0,0,0,90.9,0,1,2018-10-20
25306,2,3,1,0,0,1,2,15,1,0,0,0,82.15,1,1,2017-12-28
25307,3,0,1,3,0,0,1,160,1,0,0,0,123.3,0,1,2018-10-25
25308,2,0,1,3,0,0,4,12,1,0,0,0,160.2,0,1,2018-10-29
25309,2,0,0,3,0,0,0,162,0,0,0,0,70.0,1,0,2018-09-17
25310,2,0,2,3,0,0,1,160,1,0,0,0,112.2,0,1,2018-07-14
25311,2,0,0,1,0,0,5,0,1,0,0,0,0.0,0,0,2017-12-31
25312,2,0,0,3,0,0,0,67,0,0,0,0,75.0,0,0,2018-07-26
25313,2,0,2,4,1,0,0,107,1,0,0,0,80.75,0,1,2018-05-29
25314,2,0,0,1,0,0,0,169,1,0,0,0,105.3,0,1,2018-08-12
25315,2,0,0,1,0,0,1,10,1,0,0,0,166.0,0,1,2018-07-26
25316,1,0,0,1,0,0,0,0,2,1,1,2,95.0,1,0,2018-08-20
25317,2,0,2,3,0,0,0,41,0,0,0,0,65.0,1,0,2018-03-03
25318,2,0,1,5,0,0,0,33,1,0,0,0,63.58,0,1,2018-03-10
25319,2,1,2,4,0,0,0,152,1,0,0,0,119.0,1,1,2018-07-24
25320,2,0,1,2,0,0,1,61,1,0,0,0,118.8,1,1,2018-07-17
25321,3,0,2,2,0,0,1,10,1,0,0,0,130.0,1,1,2018-02-28
25322,2,0,2,3,0,0,0,303,0,0,0,0,78.0,0,0,2018-04-19
25323,2,0,1,5,1,0,0,85,1,0,0,0,72.25,0,0,2018-03-28
25324,2,0,0,1,1,1,0,146,1,0,0,0,103.5,1,0,2018-07-29
25325,3,0,0,3,0,0,1,56,1,0,0,0,126.0,1,1,2018-11-10
25326,2,0,1,2,0,0,0,19,0,0,0,0,54.75,1,0,2017-09-26
25327,2,0,2,2,1,0,0,125,1,0,0,0,76.5,1,0,2018-08-13
25328,3,0,2,2,0,0,1,61,0,0,0,0,137.53,0,1,2018-09-14
25329,2,0,1,3,2,0,0,36,0,0,0,0,112.0,0,0,2017-10-13
25330,2,0,2,2,0,0,0,163,0,0,0,0,80.75,1,0,2018-10-02
25331,1,0,0,1,0,0,1,0,4,0,0,0,0.0,1,0,2017-10-07
25332,2,0,2,5,0,0,1,109,1,0,0,0,88.2,0,0,2018-06-26
25333,2,0,1,0,0,0,0,263,0,0,0,0,67.0,0,1,2017-09-21
25334,2,1,0,2,0,0,0,66,1,0,0,0,135.0,1,1,2018-10-19
25335,2,0,2,1,0,0,0,169,0,0,0,0,63.5,0,1,2018-04-22
25336,1,0,0,1,0,0,0,65,0,0,0,0,100.0,0,0,2017-10-02
25337,2,1,0,2,0,0,0,79,0,0,0,0,71.25,2,0,2018-11-13
25338,2,0,0,1,2,0,0,102,1,0,0,0,108.0,0,1,2017-10-16
25339,3,0,2,2,0,0,1,11,1,0,0,0,155.5,2,0,2018-08-13
25340,1,0,0,3,0,0,1,62,1,0,0,0,115.5,2,0,2018-09-01
25341,2,0,0,2,0,0,0,105,1,0,0,0,72.25,1,0,2017-11-26
25342,2,0,0,4,0,0,0,139,1,0,0,0,99.45,1,0,2018-05-11
25343,2,0,0,1,0,0,0,254,0,0,0,0,106.0,0,1,2018-09-15
25344,2,0,1,2,0,0,0,131,1,0,0,0,105.3,2,1,2018-08-13
25345,2,0,1,2,0,0,0,210,1,0,0,0,96.3,1,0,2018-08-12
25346,2,2,1,2,0,0,3,50,1,0,0,0,156.6,0,1,2018-12-03
25347,2,1,2,1,0,1,0,156,1,0,0,0,121.5,2,1,2018-07-23
25348,1,0,1,2,0,0,1,4,3,0,0,0,110.0,1,0,2018-10-02
25349,2,0,1,2,0,0,0,273,0,0,0,0,95.0,0,1,2018-10-24
25350,2,0,0,3,0,0,1,130,1,0,0,0,123.3,1,0,2018-09-29
25351,2,0,0,2,0,0,1,141,0,0,0,0,90.95,0,0,2018-09-15
25352,2,0,1,4,0,0,1,77,1,0,0,0,99.96,1,0,2018-10-31
25353,2,0,2,4,0,0,1,129,1,0,0,0,132.88,0,1,2018-07-03
25354,2,0,1,3,0,0,1,124,1,0,0,0,124.53,0,1,2018-05-05
25355,2,0,0,2,0,0,0,39,0,0,0,0,109.0,0,0,2017-08-14
25356,1,0,0,1,2,0,0,219,0,0,0,0,84.0,0,0,2017-09-04
25357,2,2,0,2,0,0,3,52,1,0,0,0,156.6,1,0,2018-12-04
25358,2,0,0,1,0,0,0,70,0,0,0,0,100.0,0,0,2018-06-03
25359,1,0,2,1,0,0,0,93,1,0,0,0,121.5,1,1,2018-06-20
25360,3,0,0,2,0,0,1,152,1,0,0,0,146.7,2,1,2018-07-07
25361,3,0,0,1,0,0,1,54,1,0,0,0,159.3,0,0,2018-08-05
25362,1,0,0,3,0,0,0,250,0,0,0,0,95.0,0,0,2018-10-26
25363,2,0,1,0,0,0,0,0,1,1,1,0,81.0,1,0,2017-08-07
25364,2,0,0,2,0,0,1,25,1,0,0,0,152.0,0,1,2018-09-15
25365,2,0,0,1,2,0,0,5,0,1,1,0,94.5,0,1,2017-08-06
25366,1,0,0,1,0,0,0,1,4,1,0,2,0.0,1,0,2018-01-27
25367,2,1,0,1,0,1,1,36,1,0,0,0,161.1,0,0,2018-08-10
25368,1,0,0,4,0,0,0,159,0,0,0,0,70.5,0,0,2017-12-29
25369,2,1,0,1,0,0,0,36,1,0,0,0,115.2,0,1,2018-03-24
25370,2,0,2,2,0,0,1,1,1,0,0,0,179.0,2,0,2018-06-17
25371,2,0,1,2,0,0,0,57,0,0,0,0,75.0,0,0,2018-11-10
25372,2,0,1,2,0,0,1,94,1,0,0,0,131.4,1,0,2018-08-08
25373,1,0,0,3,0,0,0,8,0,0,0,0,65.0,0,0,2017-09-29
25374,2,0,1,3,0,0,1,80,0,0,0,0,75.0,1,0,2017-10-05
25375,1,0,0,3,0,0,0,214,1,0,0,0,90.9,1,1,2018-10-15
25376,1,0,1,2,0,0,0,154,1,0,0,0,112.5,0,1,2018-07-01
25377,2,0,0,1,0,0,0,92,0,0,0,0,70.0,0,0,2017-10-07
25378,2,2,1,3,0,0,3,86,1,0,0,0,187.85,0,1,2018-05-25
25379,2,0,1,4,0,0,0,141,0,0,0,0,72.25,0,0,2018-07-05
25380,2,0,2,1,0,0,0,158,1,0,0,0,93.0,2,0,2018-02-22
25381,2,0,0,1,0,0,0,10,0,0,0,0,67.0,0,0,2017-08-29
25382,2,0,2,3,0,0,1,115,0,0,0,0,90.95,0,1,2018-06-27
25383,2,0,2,0,0,0,0,127,1,0,0,0,96.3,0,0,2018-06-26
25384,2,0,2,2,0,0,1,64,1,0,0,0,149.4,1,0,2018-09-18
25385,2,0,0,2,0,0,0,192,0,0,0,0,95.0,0,0,2018-06-24
25386,1,0,0,1,0,0,0,99,2,0,0,0,80.0,0,1,2018-02-19
25387,1,0,0,3,0,0,0,1,0,0,0,0,80.0,0,0,2017-08-04
25388,3,0,0,1,0,1,1,1,1,0,0,0,197.0,3,0,2018-07-12
25389,2,0,2,1,0,0,0,67,0,0,0,0,80.24,2,0,2018-03-26
25390,2,0,0,3,0,0,0,56,0,0,0,0,75.0,0,0,2018-11-18
25392,2,2,0,1,0,0,3,47,1,0,0,0,198.9,0,1,2018-07-11
25393,2,0,1,2,0,0,0,156,1,0,0,0,105.3,1,1,2018-07-25
25394,2,0,1,1,0,0,0,3,0,0,0,0,102.4,0,0,2017-10-09
25395,1,0,0,1,0,0,1,1,0,0,0,0,55.0,0,0,2018-03-02
25396,2,0,2,1,0,0,2,320,1,0,0,0,94.95,1,0,2018-08-20
25397,2,0,0,2,0,0,0,68,0,0,0,0,75.0,0,0,2018-03-11
25398,1,0,0,1,0,0,0,22,0,0,0,0,95.0,0,0,2018-10-25
25399,1,0,0,0,0,0,1,24,4,0,0,0,0.0,0,0,2018-06-22
25400,3,0,0,1,0,0,1,5,1,0,0,0,184.0,0,1,2018-08-21
25401,2,0,1,2,0,0,0,81,0,0,0,0,60.0,0,0,2018-02-19
25402,2,0,0,2,0,0,0,1,0,0,0,0,110.21,0,0,2018-05-02
25403,3,0,0,1,0,0,1,40,1,0,0,0,150.3,2,0,2018-07-06
25404,2,0,2,5,0,0,1,160,1,0,0,0,131.52,1,1,2018-07-03
25405,2,0,0,4,0,0,0,155,1,0,0,0,85.0,0,1,2018-11-15
25406,2,0,2,1,0,0,0,53,0,0,0,0,65.0,0,0,2017-11-19
25407,1,0,0,2,0,0,0,151,0,0,0,0,81.0,0,0,2018-01-19
25408,3,0,0,3,0,0,1,50,1,0,0,0,123.3,1,0,2018-03-03
25409,2,0,0,2,0,0,1,94,1,0,0,0,127.8,0,1,2018-08-13
25410,2,0,2,1,0,0,0,131,1,0,0,0,105.3,0,1,2018-08-10
25411,2,1,2,3,0,0,0,44,1,0,0,0,121.33,1,0,2018-04-17
25412,2,0,2,5,0,0,0,82,0,0,0,0,95.0,0,1,2018-09-11
25413,2,0,2,2,0,0,0,175,1,0,0,0,99.45,2,0,2018-08-10
25414,2,0,0,1,0,0,0,180,0,0,0,0,90.0,0,1,2017-10-16
25415,1,0,2,1,0,0,0,97,0,0,0,0,80.75,0,1,2018-10-30
25416,3,0,0,2,0,0,1,2,1,0,0,0,118.0,0,0,2018-11-08
25417,2,0,2,2,0,0,1,122,1,0,0,0,144.9,1,0,2018-08-07
25418,2,0,1,4,0,0,0,141,1,0,0,0,90.95,0,1,2018-06-30
25419,3,0,1,4,0,0,1,29,1,0,0,0,143.18,1,0,2018-04-13
25420,2,0,0,3,2,0,0,13,4,0,0,0,0.0,1,0,2018-03-20
25421,2,0,2,1,1,0,0,91,1,0,0,0,58.9,1,0,2018-04-03
25422,2,0,0,3,0,0,0,5,0,0,0,0,75.0,0,0,2017-12-31
25423,2,0,2,2,0,0,0,32,0,0,0,0,85.5,0,0,2017-09-20
25424,1,0,5,10,0,0,0,11,2,0,0,0,95.0,1,0,2018-05-09
25425,2,0,2,2,0,0,0,213,1,0,0,0,102.85,0,1,2018-10-09
25426,2,0,2,5,1,0,0,95,1,0,0,0,79.2,2,1,2018-11-20
25427,2,0,1,2,0,0,0,113,1,0,0,0,105.3,1,0,2018-05-02
25428,2,0,0,5,0,0,1,115,1,0,0,0,108.0,1,0,2018-10-20
25429,2,0,0,1,0,0,0,21,0,0,0,0,64.0,0,1,2018-02-16
25430,3,0,2,2,0,0,1,3,1,0,0,0,130.0,1,0,2018-02-20
25431,1,0,0,2,2,0,0,257,0,0,0,0,80.0,0,0,2017-07-01
25432,2,0,0,3,0,0,1,46,0,0,0,0,60.0,0,0,2017-11-03
25433,2,0,0,3,0,0,0,76,0,0,0,0,80.75,0,0,2018-05-10
25434,2,0,0,1,0,0,0,159,1,0,0,0,105.3,0,1,2018-08-31
25435,3,0,2,2,0,0,1,28,1,0,0,0,201.6,2,0,2018-09-08
25436,2,0,2,3,2,0,0,137,1,0,0,0,117.3,1,0,2018-12-24
25437,2,0,1,4,0,0,0,125,1,0,0,0,76.5,1,0,2017-08-15
